league,season,game,team,minute,score,player1,player2,event_type
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,42’,0:0,Pascal Struijk,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,46’,0:0,Rodrigo,Mateusz Klich,substitute_in
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,46’,0:0,Junior Firpo,Pascal Struijk,substitute_in
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,47’,0:0,Junior Firpo,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Crystal Palace,68’,0:0,Christian Benteke,Odsonne Édouard,substitute_in
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,72’,0:0,Stuart Dallas,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Crystal Palace,80’,0:0,Will Hughes,Jeffrey Schlupp,substitute_in
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,87’,0:0,Tyler Roberts,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Crystal Palace,90+3’,0:0,Marc Guéhi,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,90+4’,1:0,Raphinha,,penalty_goal
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,90+5’,1:0,Charlie Cresswell,Tyler Roberts,substitute_in
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Leeds United,90+6’,1:0,Adam Forshaw,,yellow_card
ENG-Premier League,2122,2021-11-30 Leeds United-Crystal Palace,Crystal Palace,90’,0:0,Michael Olise,Jordan Ayew,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,22’,0:1,Michail Antonio,Saïd Benrahma,goal
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,25’,0:2,Manuel Lanzini,Declan Rice,goal
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,38’,0:2,Ben Johnson,,yellow_card
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,45+5’,0:3,Manuel Lanzini,,penalty_goal
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,46’,0:3,Arthur Masuaku,Ben Johnson,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,Crystal Palace,60’,0:3,Jean-Philippe Mateta,Luka Milivojević,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,Crystal Palace,68’,0:3,Michael Olise,Christian Benteke,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,71’,0:3,Nikola Vlašić,Saïd Benrahma,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,Crystal Palace,75’,0:3,Jaïro Riedewald,Will Hughes,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,78’,0:3,Arthur Masuaku,,yellow_card
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,Crystal Palace,83’,1:3,Odsonne Édouard,Michael Olise,goal
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,West Ham United,89’,1:3,Mark Noble,Manuel Lanzini,substitute_in
ENG-Premier League,2122,2022-01-01 Crystal Palace-West Ham United,Crystal Palace,90’,2:3,Michael Olise,,goal
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,14’,1:0,Rodrigo,Daniel James,goal
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,26’,1:0,Luke Ayling,,yellow_card
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,46’,1:0,Jack Harrison,Patrick Bamford,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Norwich City,46’,1:0,Mathias Normann,Lukas Rupp,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,60’,1:0,Robin Koch,Rodrigo,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Norwich City,62’,1:0,Jonathan Rowe,Josh Sargent,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,71’,1:0,Jack Harrison,,yellow_card
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,77’,1:0,Daniel James,,yellow_card
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Norwich City,77’,1:0,Max Aarons,,yellow_card
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Norwich City,88’,1:0,Billy Gilmour,Max Aarons,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Norwich City,90+1’,1:1,Kenny McLean,Teemu Pukki,goal
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,90+2’,1:1,Joe Gelhardt,Mateusz Klich,substitute_in
ENG-Premier League,2122,2022-03-13 Leeds United-Norwich City,Leeds United,90+4’,2:1,Joe Gelhardt,Raphinha,goal
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,21’,0:1,Raphinha,Daniel James,goal
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Watford,39’,0:1,Emmanuel Dennis,Cucho,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Watford,57’,0:1,Imran Louza,,yellow_card
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,59’,0:1,Kalvin Phillips,Mateusz Klich,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,67’,0:1,Sam Greenwood,Daniel James,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Watford,72’,0:1,Edo Kayembe,Juraj Kucka,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,73’,0:2,Rodrigo,,goal
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Watford,80’,0:2,Moussa Sissoko,,yellow_card
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Watford,81’,0:2,Joshua King,João Pedro,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,83’,0:2,Crysencio Summerville,Raphinha,substitute_in
ENG-Premier League,2122,2022-04-09 Watford-Leeds United,Leeds United,85’,0:3,Jack Harrison,Sam Greenwood,goal
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,West Ham United,59’,1:0,Tomáš Souček,Michail Antonio,goal
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,Wolverhampton Wanderers,60’,1:0,Daniel Podence,Francisco Trincão,substitute_in
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,Wolverhampton Wanderers,76’,1:0,Pedro Neto,Fernando Marçal,substitute_in
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,Wolverhampton Wanderers,81’,1:0,Raúl Jiménez,Hwang Hee-chan,substitute_in
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,West Ham United,82’,1:0,Michail Antonio,,yellow_card
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,West Ham United,90+1’,1:0,Nikola Vlašić,Michail Antonio,substitute_in
ENG-Premier League,2122,2022-02-27 West Ham United-Wolves,West Ham United,90+3’,1:0,Issa Diop,Pablo Fornals,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,21’,0:1,Wout Weghorst,Connor Roberts,goal
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,25’,0:1,Jack Cork,,yellow_card
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,40’,0:2,Josh Brownhill,Wout Weghorst,goal
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Brighton & Hove Albion,55’,0:2,Solly March,Jakub Moder,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Brighton & Hove Albion,55’,0:2,Leandro Trossard,Adam Lallana,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,55’,0:2,Jay Rodriguez,Maxwel Cornet,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,59’,0:2,Connor Roberts,,yellow_card
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,61’,0:2,Aaron Lennon,,yellow_card
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Brighton & Hove Albion,68’,0:2,Evan Ferguson,Danny Welbeck,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,69’,0:3,Aaron Lennon,Jay Rodriguez,goal
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Brighton & Hove Albion,84’,0:3,Shane Duffy,,yellow_card
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,87’,0:3,Josh Brownhill,,yellow_card
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,88’,0:3,Ashley Barnes,Wout Weghorst,substitute_in
ENG-Premier League,2122,2022-02-19 Brighton-Burnley,Burnley,90+2’,0:3,Matthew Lowton,Aaron Lennon,substitute_in
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,West Ham United,32’,1:0,Aaron Cresswell,,goal
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,34’,1:0,Michael Keane,,yellow_card
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,53’,1:1,Mason Holgate,Richarlison,goal
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,West Ham United,58’,2:1,Jarrod Bowen,,goal
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,65’,2:1,Michael Keane,,yellow_red_card
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,West Ham United,70’,2:1,Mark Noble,Jarrod Bowen,substitute_in
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,78’,2:1,Anthony Gordon,Dominic Calvert-Lewin,substitute_in
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,West Ham United,82’,2:1,Andriy Yarmolenko,Saïd Benrahma,substitute_in
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,84’,2:1,Mason Holgate,,yellow_card
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,West Ham United,90+4’,2:1,Aaron Cresswell,,yellow_card
ENG-Premier League,2122,2022-04-03 West Ham United-Everton,Everton,90+4’,2:1,Richarlison,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,16’,0:1,Andros Townsend,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,19’,0:2,Mohamed Salah,Jordan Henderson,goal
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,31’,0:2,Allan,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,38’,1:2,Demarai Gray,Richarlison,goal
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,39’,1:2,Thiago Alcántara,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,40’,1:2,Lucas Digne,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,44’,1:2,Demarai Gray,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,59’,1:2,Anthony Gordon,Salomón Rondón,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,63’,1:2,Andrew Robertson,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,64’,1:3,Mohamed Salah,,goal
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,73’,1:3,Fabian Delph,Andros Townsend,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,75’,1:3,James Milner,Thiago Alcántara,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,79’,1:4,Diogo Jota,Andrew Robertson,goal
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,80’,1:4,Virgil van Dijk,,yellow_card
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,83’,1:4,Alex Oxlade-Chamberlain,Jordan Henderson,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Everton,84’,1:4,Cenk Tosun,Demarai Gray,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,88’,1:4,Takumi Minamino,Diogo Jota,substitute_in
ENG-Premier League,2122,2021-12-01 Everton-Liverpool,Liverpool,9’,0:1,Jordan Henderson,Andrew Robertson,goal
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,28’,0:1,Hakim Ziyech,N'Golo Kanté,goal
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,59’,0:1,Marcos Alonso,,yellow_card
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Brighton & Hove Albion,60’,1:1,Adam Webster,Alexis Mac Allister,goal
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Brighton & Hove Albion,62’,1:1,Neal Maupay,Pascal Groß,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Brighton & Hove Albion,62’,1:1,Leandro Trossard,Danny Welbeck,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Brighton & Hove Albion,76’,1:1,Solly March,Tariq Lamptey,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Brighton & Hove Albion,80’,1:1,Dan Burn,,yellow_card
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,80’,1:1,Mateo Kovačić,Jorginho,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,80’,1:1,Kai Havertz,Romelu Lukaku,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,80’,1:1,Timo Werner,Hakim Ziyech,substitute_in
ENG-Premier League,2122,2022-01-18 Brighton-Chelsea,Chelsea,81’,1:1,Antonio Rüdiger,,yellow_card
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,27’,1:1,Tomáš Souček,Jarrod Bowen,goal
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,29’,1:2,Saïd Benrahma,Michail Antonio,goal
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,Watford,40’,1:2,Imran Louza,Kiko Femenía,substitute_in
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,Watford,46’,1:2,João Pedro,Cucho,substitute_in
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,Watford,4’,1:0,Emmanuel Dennis,Joshua King,goal
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,58’,1:3,Mark Noble,,penalty_goal
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,Watford,62’,1:3,Ken Sema,Ozan Tufan,substitute_in
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,81’,1:3,Craig Dawson,,yellow_card
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,82’,1:3,Arthur Masuaku,Ben Johnson,substitute_in
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,85’,1:3,Nikola Vlašić,Saïd Benrahma,substitute_in
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,90+2’,1:4,Nikola Vlašić,Jarrod Bowen,goal
ENG-Premier League,2122,2021-12-28 Watford-West Ham United,West Ham United,90’,1:3,Alex Král,Manuel Lanzini,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,14’,0:1,Youri Tielemans,,goal
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Brentford,30’,0:1,Mathias Jørgensen,,yellow_card
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Brentford,46’,0:1,Kristoffer Ajer,Ethan Pinnock,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,46’,0:1,Patson Daka,Jamie Vardy,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Brentford,57’,0:1,Marcus Forss,Bryan Mbeumo,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Brentford,60’,1:1,Mathias Jørgensen,Mathias Jensen,goal
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,63’,1:1,Çağlar Söyüncü,,yellow_card
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,68’,1:1,Jannik Vestergaard,Çağlar Söyüncü,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,73’,1:2,James Maddison,Patson Daka,goal
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Brentford,76’,1:2,Saman Ghoddos,Frank Onyeka,substitute_in
ENG-Premier League,2122,2021-10-24 Brentford-Leicester City,Leicester City,78’,1:2,Ayoze Pérez,James Maddison,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Wolverhampton Wanderers,21’,0:0,Conor Coady,,yellow_card
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,33’,0:0,Alexis Mac Allister,,penalty_miss
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,42’,0:1,Alexis Mac Allister,,penalty_goal
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Wolverhampton Wanderers,46’,0:1,Raúl Jiménez,Fábio Silva,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Wolverhampton Wanderers,46’,0:1,Pedro Neto,Rúben Neves,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Wolverhampton Wanderers,53’,0:1,Jonny Castro,Nélson Semedo,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,60’,0:1,Marc Cucurella,,yellow_card
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,63’,0:1,Adam Webster,Enock Mwepu,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,70’,0:2,Leandro Trossard,Danny Welbeck,goal
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Wolverhampton Wanderers,72’,0:2,Hwang Hee-chan,,yellow_card
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,86’,0:3,Yves Bissouma,,goal
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,87’,0:3,Tariq Lamptey,Solly March,substitute_in
ENG-Premier League,2122,2022-04-30 Wolves-Brighton,Brighton & Hove Albion,89’,0:3,Pascal Groß,Leandro Trossard,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,13’,0:2,Diogo Jota,Trent Alexander-Arnold,goal
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,27’,0:2,Curtis Jones,James Milner,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,38’,0:3,Mohamed Salah,Naby Keïta,goal
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,41’,0:3,Luke Shaw,,yellow_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,45+1’,0:3,Cristiano Ronaldo,,yellow_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,45+3’,0:3,Fred,,yellow_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,45+5’,0:4,Mohamed Salah,Diogo Jota,goal
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,46’,0:4,Paul Pogba,Mason Greenwood,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,46’,0:4,Bruno Fernandes,,yellow_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,50’,0:5,Mohamed Salah,Jordan Henderson,goal
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,55’,0:5,Harry Maguire,,yellow_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,5’,0:1,Naby Keïta,Mohamed Salah,goal
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,60’,0:5,Paul Pogba,,red_card
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,62’,0:5,Diogo Dalot,Marcus Rashford,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,62’,0:5,Edinson Cavani,Bruno Fernandes,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,63’,0:5,Alex Oxlade-Chamberlain,Naby Keïta,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Liverpool,77’,0:5,Sadio Mané,Roberto Firmino,substitute_in
ENG-Premier League,2122,2021-10-24 Manchester Utd-Liverpool,Manchester United,86’,0:5,Aaron Wan-Bissaka,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,28’,0:0,Liam Cooper,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,30’,0:1,Dominic Calvert-Lewin,,penalty_goal
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,37’,0:1,Patrick Bamford,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,37’,0:1,Yerry Mina,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,41’,1:1,Mateusz Klich,Patrick Bamford,goal
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,50’,1:2,Demarai Gray,Abdoulaye Doucouré,goal
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,60’,1:2,Jamie Shackleton,Junior Firpo,substitute_in
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,60’,1:2,Tyler Roberts,Mateusz Klich,substitute_in
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,68’,1:2,Lucas Digne,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Leeds United,72’,2:2,Raphinha,Liam Cooper,goal
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,75’,2:2,Andros Townsend,Alex Iwobi,substitute_in
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,77’,2:2,Séamus Coleman,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,82’,2:2,Abdoulaye Doucouré,,yellow_card
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,83’,2:2,Fabian Delph,Demarai Gray,substitute_in
ENG-Premier League,2122,2021-08-21 Leeds United-Everton,Everton,90’,2:2,Moise Kean,Dominic Calvert-Lewin,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,31’,1:0,Alex Telles,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,32’,2:0,Bukayo Saka,,penalty_goal
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,34’,2:1,Cristiano Ronaldo,Nemanja Matić,goal
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,3’,1:0,Nuno Tavares,,goal
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,57’,2:1,Bruno Fernandes,,penalty_miss
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,64’,2:1,Gabriel Martinelli,Emile Smith Rowe,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,67’,2:1,Granit Xhaka,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,68’,2:1,Nuno Tavares,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,70’,3:1,Granit Xhaka,Mohamed Elneny,goal
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,74’,3:1,Rob Holding,Bukayo Saka,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,76’,3:1,Bruno Fernandes,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,77’,3:1,Marcus Rashford,Nemanja Matić,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,77’,3:1,Jesse Lingard,Anthony Elanga,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,80’,3:1,Mohamed Elneny,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,82’,3:1,Victor Lindelöf,,yellow_card
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,84’,3:1,Juan Mata,Bruno Fernandes,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Arsenal,90+1’,3:1,Takehiro Tomiyasu,Cédric Soares,substitute_in
ENG-Premier League,2122,2022-04-23 Arsenal-Manchester Utd,Manchester United,90+2’,3:1,Cristiano Ronaldo,,yellow_card
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,27’,2:0,Ben Mee,,own_goal
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,35’,3:0,Cristiano Ronaldo,,goal
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Burnley,38’,3:1,Aaron Lennon,,goal
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Burnley,58’,3:1,Dale Stephens,Jack Cork,substitute_in
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,66’,3:1,Raphaël Varane,Eric Bailly,substitute_in
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Burnley,74’,3:1,Matěj Vydra,Aaron Lennon,substitute_in
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,81’,3:1,Diogo Dalot,Mason Greenwood,substitute_in
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Burnley,84’,3:1,Erik Pieters,Dwight McNeil,substitute_in
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,8’,1:0,Scott McTominay,Cristiano Ronaldo,goal
ENG-Premier League,2122,2021-12-30 Manchester Utd-Burnley,Manchester United,90+3’,3:1,Fred,Cristiano Ronaldo,substitute_in
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,15’,0:0,Joël Veltman,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,24’,0:0,Adam Lallana,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,30’,0:0,Ozan Kabak,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,41’,0:0,Marc Cucurella,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,50’,0:0,Dimitris Giannoulis,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,59’,0:0,Tariq Lamptey,Joël Veltman,substitute_in
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Brighton & Hove Albion,66’,0:0,Solly March,Marc Cucurella,substitute_in
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,75’,0:0,Teemu Pukki,,yellow_card
ENG-Premier League,2122,2021-10-16 Norwich City-Brighton,Norwich City,76’,0:0,Milot Rashica,Josh Sargent,substitute_in
